"theta","dist","k","scs"
0.0707142857142857,"simple matching",7,-0.0284646857296731
0.0707142857142857,"simple matching",8,-0.0915735136323372
0.0707142857142857,"simple matching",9,-0.122399317853863
0.0707142857142857,"simple matching",10,-0.152702348156894
0.0707142857142857,"simple matching",11,-0.183005378459924
0.0707142857142857,"simple matching",12,-0.201223271677817
0.0707142857142857,"simple matching",13,-0.2248075998076
0.0707142857142857,"simple matching",14,-0.145069745069745
0.0707142857142857,"simple matching",15,-0.15513468013468
0.0707142857142857,"simple matching",16,-0.215151515151515
0.0707142857142857,"simple matching",17,-0.16969696969697
0.0707142857142857,"simple matching",18,-0.14949494949495
0.0707142857142857,"simple matching",19,-0.126767676767677
0.0707142857142857,"simple matching",20,-0.0964646464646465
0.0707142857142857,"simple matching",21,-0.0661616161616162
0.0707142857142857,"simple matching",22,-0.0813131313131313
0.0707142857142857,"simple matching",23,-0.051010101010101
0.0707142857142857,"simple matching",24,-0.0631313131313131
0.0707142857142857,"simple matching",25,-0.0328282828282828
0.0707142857142857,"simple matching",26,-0.0691919191919192
0.0707142857142857,"simple matching",27,-0.0388888888888889
0.0707142857142857,"simple matching",28,-0.0237373737373737
0.0707142857142857,"simple matching",29,-0.0136363636363636
0.0707142857142857,"simple matching",30,-0.0121212121212121
0.0707142857142857,"simple matching",31,-0.00202020202020202
0.0707142857142857,"simple matching",32,0.0151515151515152
0.0707142857142857,"simple matching",33,0
0.0707142857142857,"faith",2,-0.00164200592916656
0.0707142857142857,"faith",3,-0.0182377869505257
0.0707142857142857,"faith",4,-0.0119704366224757
0.0707142857142857,"faith",5,-0.0180159915396562
0.0707142857142857,"faith",6,-0.00686210530356321
0.0707142857142857,"faith",7,-0.0284646857296731
0.0707142857142857,"faith",8,-0.0915735136323372
0.0707142857142857,"faith",9,-0.122399317853863
0.0707142857142857,"faith",10,-0.152702348156894
0.0707142857142857,"faith",11,-0.183005378459924
0.0707142857142857,"faith",12,-0.201223271677817
0.0707142857142857,"faith",13,-0.2248075998076
0.0707142857142857,"faith",14,-0.145069745069745
0.0707142857142857,"faith",15,-0.15513468013468
0.0707142857142857,"faith",16,-0.215151515151515
0.0707142857142857,"faith",17,-0.16969696969697
0.0707142857142857,"faith",18,-0.14949494949495
0.0707142857142857,"faith",19,-0.126767676767677
0.0707142857142857,"faith",20,-0.0964646464646465
0.0707142857142857,"faith",21,-0.0661616161616162
0.0707142857142857,"faith",22,-0.0813131313131313
0.0707142857142857,"faith",23,-0.051010101010101
0.0707142857142857,"faith",24,-0.0631313131313131
0.0707142857142857,"faith",25,-0.0328282828282828
0.0707142857142857,"faith",26,-0.0691919191919192
0.0707142857142857,"faith",27,-0.0388888888888889
0.0707142857142857,"faith",28,-0.0237373737373737
0.0707142857142857,"faith",29,-0.0136363636363636
0.0707142857142857,"faith",30,-0.0121212121212121
0.0707142857142857,"faith",31,-0.00202020202020202
0.0707142857142857,"faith",32,0.0151515151515152
0.0707142857142857,"faith",33,0
0.141428571428571,"cosine",2,-0.116179077891995
0.141428571428571,"cosine",3,-0.00152339657538693
0.141428571428571,"cosine",4,0.00622565162495289
0.141428571428571,"cosine",5,-0.0308453600029681
0.141428571428571,"cosine",6,0.0494401222325747
0.141428571428571,"cosine",7,0.186690319207734
0.141428571428571,"cosine",8,0.0510847371892029
0.141428571428571,"cosine",9,0.0404364569872591
0.141428571428571,"cosine",10,0.0157789576238774
0.141428571428571,"cosine",11,0.000144713387747436
0.141428571428571,"cosine",12,0.059740672983707
0.141428571428571,"cosine",13,0.131886724386724
0.141428571428571,"cosine",14,0.136937229437229
0.141428571428571,"cosine",15,0.164880027380027
0.141428571428571,"cosine",16,0.195183057683058
0.141428571428571,"cosine",17,0.212336737336737
0.141428571428571,"cosine",18,0.212336737336737
0.141428571428571,"cosine",19,0.157791282791283
0.141428571428571,"cosine",20,0.232529759802487
0.141428571428571,"cosine",21,0.222946750219477
0.141428571428571,"cosine",22,0.222946750219477
0.141428571428571,"cosine",23,0.162626262626263
0.141428571428571,"cosine",24,0.134343434343434
0.141428571428571,"cosine",25,0.114141414141414
0.141428571428571,"cosine",26,0.0939393939393939
0.141428571428571,"cosine",27,0.0606060606060606
0.141428571428571,"cosine",28,0.0454545454545455
0.141428571428571,"cosine",29,0.0303030303030303
0.141428571428571,"cosine",30,0.0151515151515152
0.141428571428571,"cosine",31,0
0.141428571428571,"cosine",32,-0.0303030303030303
0.141428571428571,"cosine",33,0
0.141428571428571,"jaccard",2,-0.116179077891995
0.141428571428571,"jaccard",3,-0.00152339657538693
0.141428571428571,"jaccard",4,0.00622565162495289
0.141428571428571,"jaccard",5,-0.0308453600029681
0.141428571428571,"jaccard",6,0.0494401222325747
0.141428571428571,"jaccard",7,0.186690319207734
0.141428571428571,"jaccard",8,0.0510847371892029
0.141428571428571,"jaccard",9,0.0404364569872591
0.141428571428571,"jaccard",10,0.0157789576238774
0.141428571428571,"jaccard",11,0.000144713387747436
0.141428571428571,"jaccard",12,0.059740672983707
0.141428571428571,"jaccard",13,0.131886724386724
0.141428571428571,"jaccard",14,0.136937229437229
0.141428571428571,"jaccard",15,0.164880027380027
0.141428571428571,"jaccard",16,0.195183057683058
0.141428571428571,"jaccard",17,0.212336737336737
0.141428571428571,"jaccard",18,0.212336737336737
0.141428571428571,"jaccard",19,0.157791282791283
0.141428571428571,"jaccard",20,0.232529759802487
0.141428571428571,"jaccard",21,0.222946750219477
0.141428571428571,"jaccard",22,0.222946750219477
0.141428571428571,"jaccard",23,0.162626262626263
0.141428571428571,"jaccard",24,0.134343434343434
0.141428571428571,"jaccard",25,0.114141414141414
0.141428571428571,"jaccard",26,0.0939393939393939
0.141428571428571,"jaccard",27,0.0606060606060606
0.141428571428571,"jaccard",28,0.0454545454545455
0.141428571428571,"jaccard",29,0.0303030303030303
0.141428571428571,"jaccard",30,0.0151515151515152
0.141428571428571,"jaccard",31,0
0.141428571428571,"jaccard",32,-0.0303030303030303
0.141428571428571,"jaccard",33,0
0.141428571428571,"hamman",2,-0.0546284644538857
0.141428571428571,"hamman",3,-0.095291555025989
0.141428571428571,"hamman",4,-0.127337361712362
0.141428571428571,"hamman",5,-0.132246172202723
0.141428571428571,"hamman",6,-0.151330813546723
0.141428571428571,"hamman",7,-0.167839651930561
0.141428571428571,"hamman",8,-0.148186956141502
0.141428571428571,"hamman",9,-0.153799903799904
0.141428571428571,"hamman",10,-0.176527176527177
0.141428571428571,"hamman",11,-0.248328523328523
0.141428571428571,"hamman",12,-0.271055796055796
0.141428571428571,"hamman",13,-0.278162578162578
0.141428571428571,"hamman",14,-0.263852813852814
0.141428571428571,"hamman",15,-0.290151515151515
0.141428571428571,"hamman",16,-0.290151515151515
0.141428571428571,"hamman",17,-0.316666666666667
0.141428571428571,"hamman",18,-0.302525252525253
0.141428571428571,"hamman",19,-0.282828282828283
0.141428571428571,"hamman",20,-0.292929292929293
0.141428571428571,"hamman",21,-0.275252525252525
0.141428571428571,"hamman",22,-0.262626262626263
0.141428571428571,"hamman",23,-0.247474747474747
0.141428571428571,"hamman",24,-0.257575757575758
0.141428571428571,"hamman",25,-0.227272727272727
0.141428571428571,"hamman",26,-0.196969696969697
0.141428571428571,"hamman",27,-0.166666666666667
0.141428571428571,"hamman",28,-0.136363636363636
0.141428571428571,"hamman",29,-0.121212121212121
0.141428571428571,"hamman",30,-0.0909090909090909
0.141428571428571,"hamman",31,-0.0606060606060606
0.141428571428571,"hamman",32,-0.0303030303030303
0.141428571428571,"hamman",33,0
0.141428571428571,"simple matching",2,-0.00164200592916656
0.141428571428571,"simple matching",3,-0.0182377869505257
0.141428571428571,"simple matching",4,-0.0119704366224757
0.141428571428571,"simple matching",5,-0.0180159915396562
0.141428571428571,"simple matching",6,-0.00686210530356321
0.141428571428571,"simple matching",7,-0.0284646857296731
0.141428571428571,"simple matching",8,-0.0915735136323372
0.141428571428571,"simple matching",9,-0.122399317853863
0.141428571428571,"simple matching",10,-0.152702348156894
0.141428571428571,"simple matching",11,-0.183005378459924
0.141428571428571,"simple matching",12,-0.201223271677817
0.141428571428571,"simple matching",13,-0.2248075998076
0.141428571428571,"simple matching",14,-0.145069745069745
0.141428571428571,"simple matching",15,-0.15513468013468
0.141428571428571,"simple matching",16,-0.215151515151515
0.141428571428571,"simple matching",17,-0.16969696969697
0.141428571428571,"simple matching",18,-0.14949494949495
0.141428571428571,"simple matching",19,-0.126767676767677
0.141428571428571,"simple matching",20,-0.0964646464646465
0.141428571428571,"simple matching",21,-0.0661616161616162
0.141428571428571,"simple matching",22,-0.0813131313131313
0.141428571428571,"simple matching",23,-0.051010101010101
0.141428571428571,"simple matching",24,-0.0631313131313131
0.141428571428571,"simple matching",25,-0.0328282828282828
0.141428571428571,"simple matching",26,-0.0691919191919192
0.141428571428571,"simple matching",27,-0.0388888888888889
0.141428571428571,"simple matching",28,-0.0237373737373737
0.141428571428571,"simple matching",29,-0.0136363636363636
0.141428571428571,"simple matching",30,-0.0121212121212121
0.141428571428571,"simple matching",31,-0.00202020202020202
0.141428571428571,"simple matching",32,0.0151515151515152
0.141428571428571,"simple matching",33,0
0.141428571428571,"faith",2,0.0173635933299904
0.141428571428571,"faith",3,-0.0184792683000786
0.141428571428571,"faith",4,-0.0539334779086742
0.141428571428571,"faith",5,-0.0895563210682035
0.141428571428571,"faith",6,-0.12895345109422
0.141428571428571,"faith",7,-0.142914942580014
0.141428571428571,"faith",8,-0.130626646081192
0.141428571428571,"faith",9,-0.158244785517513
0.141428571428571,"faith",10,-0.171628623901351
0.141428571428571,"faith",11,-0.198829201101928
0.141428571428571,"faith",12,-0.227066115702479
0.141428571428571,"faith",13,-0.25736914600551
0.141428571428571,"faith",14,-0.285606060606061
0.141428571428571,"faith",15,-0.315909090909091
0.141428571428571,"faith",16,-0.370454545454545
0.141428571428571,"faith",17,-0.348484848484848
0.141428571428571,"faith",18,-0.331818181818182
0.141428571428571,"faith",19,-0.307575757575758
0.141428571428571,"faith",20,-0.283333333333333
0.141428571428571,"faith",21,-0.253030303030303
0.141428571428571,"faith",22,-0.222727272727273
0.141428571428571,"faith",23,-0.192424242424242
0.141428571428571,"faith",24,-0.162121212121212
0.141428571428571,"faith",25,-0.131818181818182
0.141428571428571,"faith",26,-0.116666666666667
0.141428571428571,"faith",27,-0.0863636363636364
0.141428571428571,"faith",28,-0.0560606060606061
0.141428571428571,"faith",29,-0.0545454545454545
0.141428571428571,"faith",30,-0.0909090909090909
0.141428571428571,"faith",31,-0.0606060606060606
0.141428571428571,"faith",32,-0.0303030303030303
0.141428571428571,"faith",33,0
0.212142857142857,"cosine",2,-0.116179077891995
0.212142857142857,"cosine",3,-0.0947481471668119
0.212142857142857,"cosine",4,-0.0537934561672503
0.212142857142857,"cosine",5,-0.0547356096632329
0.212142857142857,"cosine",6,-0.00467842844767865
0.212142857142857,"cosine",7,-0.0309654929409645
0.212142857142857,"cosine",8,0.0275697774138359
0.212142857142857,"cosine",9,0.0114693794952562
0.212142857142857,"cosine",10,-0.016866638307313
0.212142857142857,"cosine",11,0.0441377994561224
0.212142857142857,"cosine",12,0.0549122102305332
0.212142857142857,"cosine",13,0.119171482704091
0.212142857142857,"cosine",14,0.149474513007122
0.212142857142857,"cosine",15,0.217813487681909
0.212142857142857,"cosine",16,0.152881475249896
0.212142857142857,"cosine",17,0.118073593073593
0.212142857142857,"cosine",18,0.118073593073593
0.212142857142857,"cosine",19,0.157791282791283
0.212142857142857,"cosine",20,0.135834535834536
0.212142857142857,"cosine",21,0.222946750219477
0.212142857142857,"cosine",22,0.222946750219477
0.212142857142857,"cosine",23,0.194663921936649
0.212142857142857,"cosine",24,0.134343434343434
0.212142857142857,"cosine",25,0.114141414141414
0.212142857142857,"cosine",26,0.0939393939393939
0.212142857142857,"cosine",27,0.0606060606060606
0.212142857142857,"cosine",28,0.0454545454545455
0.212142857142857,"cosine",29,0.0303030303030303
0.212142857142857,"cosine",30,0.0151515151515152
0.212142857142857,"cosine",31,0
0.212142857142857,"cosine",32,-0.0303030303030303
0.212142857142857,"cosine",33,0
0.212142857142857,"jaccard",2,-0.116179077891995
0.212142857142857,"jaccard",3,-0.0947481471668119
0.212142857142857,"jaccard",4,-0.0378910326150163
0.212142857142857,"jaccard",5,0.0383694311042333
0.212142857142857,"jaccard",6,0.0227128654476677
0.212142857142857,"jaccard",7,0.0612219586801987
0.212142857142857,"jaccard",8,0.135481024002722
0.212142857142857,"jaccard",9,0.13346082198252
0.212142857142857,"jaccard",10,0.165858385304728
0.212142857142857,"jaccard",11,0.171810766257109
0.212142857142857,"jaccard",12,0.20198181200855
0.212142857142857,"jaccard",13,0.23109377550554
0.212142857142857,"jaccard",14,0.227774872186637
0.212142857142857,"jaccard",15,0.214362173773938
0.212142857142857,"jaccard",16,0.244665204076969
0.212142857142857,"jaccard",17,0.210321769733534
0.212142857142857,"jaccard",18,0.192496457790575
0.212142857142857,"jaccard",19,0.182395447689565
0.212142857142857,"jaccard",20,0.169185360094451
0.212142857142857,"jaccard",21,0.122215663124754
0.212142857142857,"jaccard",22,0.102013642922734
0.212142857142857,"jaccard",23,0.0979273252000525
0.212142857142857,"jaccard",24,0.0827758100485373
0.212142857142857,"jaccard",25,0.0625737898465171
0.212142857142857,"jaccard",26,0.0257575757575758
0.212142857142857,"jaccard",27,0.0121212121212121
0.212142857142857,"jaccard",28,0.0272727272727273
0.212142857142857,"jaccard",29,0.0121212121212121
0.212142857142857,"jaccard",30,0
0.212142857142857,"jaccard",31,0.0303030303030303
0.212142857142857,"jaccard",32,0.0151515151515152
0.212142857142857,"jaccard",33,0
0.212142857142857,"hamman",2,-0.0546284644538857
0.212142857142857,"hamman",3,-0.095291555025989
0.212142857142857,"hamman",4,-0.104029849373189
0.212142857142857,"hamman",5,-0.0779420217087329
0.212142857142857,"hamman",6,-0.095587223728935
0.212142857142857,"hamman",7,-0.107585638267456
0.212142857142857,"hamman",8,-0.136943065352156
0.212142857142857,"hamman",9,-0.211656104837923
0.212142857142857,"hamman",10,-0.234383377565196
0.212142857142857,"hamman",11,-0.229585397767216
0.212142857142857,"hamman",12,-0.271055796055796
0.212142857142857,"hamman",13,-0.288480038480039
0.212142857142857,"hamman",14,-0.280146705146705
0.212142857142857,"hamman",15,-0.260449735449735
0.212142857142857,"hamman",16,-0.230146705146705
0.212142857142857,"hamman",17,-0.200763588263588
0.212142857142857,"hamman",18,-0.204298941798942
0.212142857142857,"hamman",19,-0.236075036075036
0.212142857142857,"hamman",20,-0.244949494949495
0.212142857142857,"hamman",21,-0.22979797979798
0.212142857142857,"hamman",22,-0.26010101010101
0.212142857142857,"hamman",23,-0.247474747474747
0.212142857142857,"hamman",24,-0.257575757575758
0.212142857142857,"hamman",25,-0.227272727272727
0.212142857142857,"hamman",26,-0.196969696969697
0.212142857142857,"hamman",27,-0.166666666666667
0.212142857142857,"hamman",28,-0.136363636363636
0.212142857142857,"hamman",29,-0.121212121212121
0.212142857142857,"hamman",30,-0.0909090909090909
0.212142857142857,"hamman",31,-0.0606060606060606
0.212142857142857,"hamman",32,-0.0303030303030303
0.212142857142857,"hamman",33,0
0.212142857142857,"simple matching",2,-0.0338615745364093
0.212142857142857,"simple matching",3,-0.0483969525078015
0.212142857142857,"simple matching",4,-0.068642626041298
0.212142857142857,"simple matching",5,-0.0518434719496475
0.212142857142857,"simple matching",6,-0.061255978817688
0.212142857142857,"simple matching",7,-0.083219176946309
0.212142857142857,"simple matching",8,-0.0970181859897794
0.212142857142857,"simple matching",9,-0.160236564782019
0.212142857142857,"simple matching",10,-0.144766386811841
0.212142857142857,"simple matching",11,-0.163345030390485
0.212142857142857,"simple matching",12,-0.163729830775285
0.212142857142857,"simple matching",13,-0.167409484454939
0.212142857142857,"simple matching",14,-0.189912654685382
0.212142857142857,"simple matching",15,-0.216083453583454
0.212142857142857,"simple matching",16,-0.209806397306397
0.212142857142857,"simple matching",17,-0.248905723905724
0.212142857142857,"simple matching",18,-0.258080808080808
0.212142857142857,"simple matching",19,-0.233838383838384
0.212142857142857,"simple matching",20,-0.248989898989899
0.212142857142857,"simple matching",21,-0.218686868686869
0.212142857142857,"simple matching",22,-0.228787878787879
0.212142857142857,"simple matching",23,-0.198484848484848
0.212142857142857,"simple matching",24,-0.168181818181818
0.212142857142857,"simple matching",25,-0.137878787878788
0.212142857142857,"simple matching",26,-0.117676767676768
0.212142857142857,"simple matching",27,-0.0873737373737374
0.212142857142857,"simple matching",28,-0.0722222222222222
0.212142857142857,"simple matching",29,-0.0545454545454545
0.212142857142857,"simple matching",30,-0.0242424242424242
0.212142857142857,"simple matching",31,-0.0151515151515152
0.212142857142857,"simple matching",32,-0.0303030303030303
0.212142857142857,"simple matching",33,0
0.212142857142857,"faith",2,-0.0188409080291647
0.212142857142857,"faith",3,0.0715143638177211
