"theta","dist","k","scs"
0,"simple matching",27,-0.0494761904761905
0,"simple matching",28,-0.0544761904761905
0,"simple matching",29,-0.0444761904761905
0,"simple matching",30,-0.0244761904761905
0,"simple matching",31,-0.0633809523809524
0,"simple matching",32,-0.0733809523809524
0,"simple matching",33,-0.070047619047619
0,"simple matching",34,-0.060047619047619
0,"simple matching",35,-0.0863333333333333
0,"simple matching",36,-0.0853333333333333
0,"simple matching",37,-0.0953333333333333
0,"simple matching",38,-0.0803333333333333
0,"simple matching",39,-0.0793333333333333
0,"simple matching",40,-0.0633333333333333
0,"simple matching",41,-0.0623333333333333
0,"simple matching",42,-0.0556666666666667
0,"simple matching",43,-0.0423333333333333
0,"simple matching",44,-0.0223333333333333
0,"simple matching",45,-0.0156666666666667
0,"simple matching",46,-0.00233333333333333
0,"simple matching",47,-0.041
0,"simple matching",48,-0.021
0,"simple matching",49,-0.02
0,"simple matching",50,0
0,"faith",2,0.0205225584264771
0,"faith",3,0.0174759160662999
0,"faith",4,0.0258005820483008
0,"faith",5,0.0118700841939264
0,"faith",6,0.0661364201164298
0,"faith",7,0.0312765781602772
0,"faith",8,0.023612373765638
0,"faith",9,0.0569068974978155
0,"faith",10,0.0303048558612911
0,"faith",11,-0.00471311558811559
0,"faith",12,0.00267658730158731
0,"faith",13,0.00374620287120287
0,"faith",14,0.000234159359159357
0,"faith",15,-0.0167896501646502
0,"faith",16,0.0121598447848448
0,"faith",17,-0.0126657185407185
0,"faith",18,0.0233709114959115
0,"faith",19,0.0431459142709143
0,"faith",20,0.0328450484700485
0,"faith",21,0.0261201206201206
0,"faith",22,-0.00887987937987938
0,"faith",23,-0.0191894031894032
0,"faith",24,-0.0320951825951826
0,"faith",25,-0.0341428571428571
0,"faith",26,-0.0561428571428571
0,"faith",27,-0.0494761904761905
0,"faith",28,-0.0544761904761905
0,"faith",29,-0.0444761904761905
0,"faith",30,-0.0244761904761905
0,"faith",31,-0.0633809523809524
0,"faith",32,-0.0733809523809524
0,"faith",33,-0.070047619047619
0,"faith",34,-0.060047619047619
0,"faith",35,-0.0863333333333333
0,"faith",36,-0.0853333333333333
0,"faith",37,-0.0953333333333333
0,"faith",38,-0.0803333333333333
0,"faith",39,-0.0793333333333333
0,"faith",40,-0.0633333333333333
0,"faith",41,-0.0623333333333333
0,"faith",42,-0.0556666666666667
0,"faith",43,-0.0423333333333333
0,"faith",44,-0.0223333333333333
0,"faith",45,-0.0156666666666667
0,"faith",46,-0.00233333333333333
0,"faith",47,-0.041
0,"faith",48,-0.021
0,"faith",49,-0.02
0,"faith",50,0
0.0707142857142857,"cosine",2,-0.090443758310899
0.0707142857142857,"cosine",3,-0.0753379649231515
0.0707142857142857,"cosine",4,-0.0866503684413946
0.0707142857142857,"cosine",5,-0.0857889094252006
0.0707142857142857,"cosine",6,-0.0759929306515757
0.0707142857142857,"cosine",7,0.00805628959281475
0.0707142857142857,"cosine",8,0.0403284320871928
0.0707142857142857,"cosine",9,0.128970823321689
0.0707142857142857,"cosine",10,0.155910296763754
0.0707142857142857,"cosine",11,0.167176530529988
0.0707142857142857,"cosine",12,0.188213658727828
0.0707142857142857,"cosine",13,0.140754499529538
0.0707142857142857,"cosine",14,0.186769808156363
0.0707142857142857,"cosine",15,0.199023140880284
0.0707142857142857,"cosine",16,0.160927902785046
0.0707142857142857,"cosine",17,0.157594569451712
0.0707142857142857,"cosine",18,0.151557054057054
0.0707142857142857,"cosine",19,0.109522810522811
0.0707142857142857,"cosine",20,0.0966339216339216
0.0707142857142857,"cosine",21,0.0941577311577311
0.0707142857142857,"cosine",22,0.115390054390054
0.0707142857142857,"cosine",23,0.0817710067710068
0.0707142857142857,"cosine",24,0.0424037074037074
0.0707142857142857,"cosine",25,0.0624037074037074
0.0707142857142857,"cosine",26,0.0824037074037074
0.0707142857142857,"cosine",27,0.129070374070374
0.0707142857142857,"cosine",28,0.131298701298701
0.0707142857142857,"cosine",29,0.14447619047619
0.0707142857142857,"cosine",30,0.15247619047619
0.0707142857142857,"cosine",31,0.159142857142857
0.0707142857142857,"cosine",32,0.145809523809524
0.0707142857142857,"cosine",33,0.146809523809524
0.0707142857142857,"cosine",34,0.124809523809524
0.0707142857142857,"cosine",35,0.102238095238095
0.0707142857142857,"cosine",36,0.105571428571429
0.0707142857142857,"cosine",37,0.108904761904762
0.0707142857142857,"cosine",38,0.06
0.0707142857142857,"cosine",39,0.0466666666666667
0.0707142857142857,"cosine",40,0.0366666666666667
0.0707142857142857,"cosine",41,0.01
0.0707142857142857,"cosine",42,0
0.0707142857142857,"cosine",43,-0.02
0.0707142857142857,"cosine",44,0.0166666666666667
0.0707142857142857,"cosine",45,0.0366666666666667
0.0707142857142857,"cosine",46,0.0266666666666667
0.0707142857142857,"cosine",47,0.0166666666666667
0.0707142857142857,"cosine",48,0.00666666666666667
0.0707142857142857,"cosine",49,0.01
0.0707142857142857,"cosine",50,0
0.0707142857142857,"jaccard",2,-0.090443758310899
0.0707142857142857,"jaccard",3,-0.0753379649231515
0.0707142857142857,"jaccard",4,-0.0866503684413946
0.0707142857142857,"jaccard",5,-0.0857889094252006
0.0707142857142857,"jaccard",6,-0.0759929306515757
0.0707142857142857,"jaccard",7,0.00805628959281475
0.0707142857142857,"jaccard",8,0.0403284320871928
0.0707142857142857,"jaccard",9,0.128970823321689
0.0707142857142857,"jaccard",10,0.155910296763754
0.0707142857142857,"jaccard",11,0.167176530529988
0.0707142857142857,"jaccard",12,0.188213658727828
0.0707142857142857,"jaccard",13,0.140754499529538
0.0707142857142857,"jaccard",14,0.186769808156363
0.0707142857142857,"jaccard",15,0.199023140880284
0.0707142857142857,"jaccard",16,0.160927902785046
0.0707142857142857,"jaccard",17,0.157594569451712
0.0707142857142857,"jaccard",18,0.151557054057054
0.0707142857142857,"jaccard",19,0.109522810522811
0.0707142857142857,"jaccard",20,0.0966339216339216
0.0707142857142857,"jaccard",21,0.0941577311577311
0.0707142857142857,"jaccard",22,0.115390054390054
0.0707142857142857,"jaccard",23,0.0817710067710068
0.0707142857142857,"jaccard",24,0.0424037074037074
0.0707142857142857,"jaccard",25,0.0624037074037074
0.0707142857142857,"jaccard",26,0.0824037074037074
0.0707142857142857,"jaccard",27,0.129070374070374
0.0707142857142857,"jaccard",28,0.131298701298701
0.0707142857142857,"jaccard",29,0.14447619047619
0.0707142857142857,"jaccard",30,0.15247619047619
0.0707142857142857,"jaccard",31,0.159142857142857
0.0707142857142857,"jaccard",32,0.145809523809524
0.0707142857142857,"jaccard",33,0.146809523809524
0.0707142857142857,"jaccard",34,0.124809523809524
0.0707142857142857,"jaccard",35,0.102238095238095
0.0707142857142857,"jaccard",36,0.105571428571429
0.0707142857142857,"jaccard",37,0.108904761904762
0.0707142857142857,"jaccard",38,0.06
0.0707142857142857,"jaccard",39,0.0466666666666667
0.0707142857142857,"jaccard",40,0.0366666666666667
0.0707142857142857,"jaccard",41,0.01
0.0707142857142857,"jaccard",42,0
0.0707142857142857,"jaccard",43,-0.02
0.0707142857142857,"jaccard",44,0.0166666666666667
0.0707142857142857,"jaccard",45,0.0366666666666667
0.0707142857142857,"jaccard",46,0.0266666666666667
0.0707142857142857,"jaccard",47,0.0166666666666667
0.0707142857142857,"jaccard",48,0.00666666666666667
0.0707142857142857,"jaccard",49,0.01
0.0707142857142857,"jaccard",50,0
0.0707142857142857,"hamman",2,-0.0382766149391257
0.0707142857142857,"hamman",3,-0.0626020464371287
0.0707142857142857,"hamman",4,-0.0690101446148603
0.0707142857142857,"hamman",5,-0.0863023018312873
0.0707142857142857,"hamman",6,-0.104636597969931
0.0707142857142857,"hamman",7,-0.130227355977356
0.0707142857142857,"hamman",8,-0.140675047175047
0.0707142857142857,"hamman",9,-0.149563943992515
0.0707142857142857,"hamman",10,-0.16947335600907
0.0707142857142857,"hamman",11,-0.18946485260771
0.0707142857142857,"hamman",12,-0.208980158730159
0.0707142857142857,"hamman",13,-0.223123015873016
0.0707142857142857,"hamman",14,-0.240265873015873
0.0707142857142857,"hamman",15,-0.260265873015873
0.0707142857142857,"hamman",16,-0.261428571428571
0.0707142857142857,"hamman",17,-0.276428571428571
0.0707142857142857,"hamman",18,-0.299785714285714
0.0707142857142857,"hamman",19,-0.319785714285714
0.0707142857142857,"hamman",20,-0.339785714285714
0.0707142857142857,"hamman",21,-0.359785714285714
0.0707142857142857,"hamman",22,-0.379785714285714
0.0707142857142857,"hamman",23,-0.395595238095238
0.0707142857142857,"hamman",24,-0.405952380952381
0.0707142857142857,"hamman",25,-0.425333333333333
0.0707142857142857,"hamman",26,-0.433333333333333
0.0707142857142857,"hamman",27,-0.413333333333333
0.0707142857142857,"hamman",28,-0.42
0.0707142857142857,"hamman",29,-0.4
0.0707142857142857,"hamman",30,-0.366666666666667
0.0707142857142857,"hamman",31,-0.38
0.0707142857142857,"hamman",32,-0.36
0.0707142857142857,"hamman",33,-0.34
0.0707142857142857,"hamman",34,-0.32
0.0707142857142857,"hamman",35,-0.3
0.0707142857142857,"hamman",36,-0.28
0.0707142857142857,"hamman",37,-0.26
0.0707142857142857,"hamman",38,-0.24
0.0707142857142857,"hamman",39,-0.22
0.0707142857142857,"hamman",40,-0.2
0.0707142857142857,"hamman",41,-0.18
0.0707142857142857,"hamman",42,-0.16
0.0707142857142857,"hamman",43,-0.14
0.0707142857142857,"hamman",44,-0.12
0.0707142857142857,"hamman",45,-0.1
0.0707142857142857,"hamman",46,-0.08
0.0707142857142857,"hamman",47,-0.06
0.0707142857142857,"hamman",48,-0.04
0.0707142857142857,"hamman",49,-0.02
0.0707142857142857,"hamman",50,0
0.0707142857142857,"simple matching",2,-0.0307146716925462
0.0707142857142857,"simple matching",3,-0.0376592996464766
0.0707142857142857,"simple matching",4,-0.0593473544481154
0.0707142857142857,"simple matching",5,-0.0793473544481153
0.0707142857142857,"simple matching",6,-0.0805922246449715
0.0707142857142857,"simple matching",7,-0.103642104259092
0.0707142857142857,"simple matching",8,-0.123642104259092
0.0707142857142857,"simple matching",9,-0.143642104259092
0.0707142857142857,"simple matching",10,-0.163642104259092
0.0707142857142857,"simple matching",11,-0.173535557665589
0.0707142857142857,"simple matching",12,-0.152425151130259
0.0707142857142857,"simple matching",13,-0.173954827579828
0.0707142857142857,"simple matching",14,-0.193954827579828
0.0707142857142857,"simple matching",15,-0.213954827579828
0.0707142857142857,"simple matching",16,-0.233954827579828
0.0707142857142857,"simple matching",17,-0.253954827579828
0.0707142857142857,"simple matching",18,-0.273954827579828
0.0707142857142857,"simple matching",19,-0.293954827579828
0.0707142857142857,"simple matching",20,-0.313954827579828
0.0707142857142857,"simple matching",21,-0.333954827579828
0.0707142857142857,"simple matching",22,-0.298482744107744
0.0707142857142857,"simple matching",23,-0.329872534872535
0.0707142857142857,"simple matching",24,-0.313492063492063
0.0707142857142857,"simple matching",25,-0.352666666666667
0.0707142857142857,"simple matching",26,-0.332666666666667
0.0707142857142857,"simple matching",27,-0.312666666666667
0.0707142857142857,"simple matching",28,-0.292666666666667
0.0707142857142857,"simple matching",29,-0.272666666666667
0.0707142857142857,"simple matching",30,-0.252666666666667
0.0707142857142857,"simple matching",31,-0.232666666666667
0.0707142857142857,"simple matching",32,-0.212666666666667
0.0707142857142857,"simple matching",33,-0.236
0.0707142857142857,"simple matching",34,-0.216
0.0707142857142857,"simple matching",35,-0.196
0.0707142857142857,"simple matching",36,-0.176
0.0707142857142857,"simple matching",37,-0.156
0.0707142857142857,"simple matching",38,-0.136
0.0707142857142857,"simple matching",39,-0.116
0.0707142857142857,"simple matching",40,-0.096
0.0707142857142857,"simple matching",41,-0.076
0.0707142857142857,"simple matching",42,-0.056
0.0707142857142857,"simple matching",43,-0.036
0.0707142857142857,"simple matching",44,-0.016
0.0707142857142857,"simple matching",45,-0.006
0.0707142857142857,"simple matching",46,-0.00266666666666667
0.0707142857142857,"simple matching",47,-0.0266666666666667
0.0707142857142857,"simple matching",48,-0.021
0.0707142857142857,"simple matching",49,-0.02
0.0707142857142857,"simple matching",50,0
0.0707142857142857,"faith",2,-0.0307146716925462
0.0707142857142857,"faith",3,-0.0376592996464766
0.0707142857142857,"faith",4,-0.0593473544481154
0.0707142857142857,"faith",5,-0.0793473544481153
0.0707142857142857,"faith",6,-0.0805922246449715
0.0707142857142857,"faith",7,-0.103642104259092
0.0707142857142857,"faith",8,-0.123642104259092
0.0707142857142857,"faith",9,-0.143642104259092
0.0707142857142857,"faith",10,-0.163642104259092
0.0707142857142857,"faith",11,-0.173535557665589
0.0707142857142857,"faith",12,-0.152425151130259
0.0707142857142857,"faith",13,-0.173954827579828
0.0707142857142857,"faith",14,-0.193954827579828
0.0707142857142857,"faith",15,-0.213954827579828
0.0707142857142857,"faith",16,-0.233954827579828
0.0707142857142857,"faith",17,-0.253954827579828
0.0707142857142857,"faith",18,-0.273954827579828
0.0707142857142857,"faith",19,-0.293954827579828
0.0707142857142857,"faith",20,-0.313954827579828
0.0707142857142857,"faith",21,-0.333954827579828
0.0707142857142857,"faith",22,-0.298482744107744
0.0707142857142857,"faith",23,-0.329872534872535
0.0707142857142857,"faith",24,-0.313492063492063
0.0707142857142857,"faith",25,-0.352666666666667
0.0707142857142857,"faith",26,-0.332666666666667
0.0707142857142857,"faith",27,-0.312666666666667
0.0707142857142857,"faith",28,-0.292666666666667
0.0707142857142857,"faith",29,-0.272666666666667
0.0707142857142857,"faith",30,-0.252666666666667
0.0707142857142857,"faith",31,-0.232666666666667
0.0707142857142857,"faith",32,-0.212666666666667
0.0707142857142857,"faith",33,-0.236
0.0707142857142857,"faith",34,-0.216
0.0707142857142857,"faith",35,-0.196
0.0707142857142857,"faith",36,-0.176
0.0707142857142857,"faith",37,-0.156
0.0707142857142857,"faith",38,-0.136
0.0707142857142857,"faith",39,-0.116
0.0707142857142857,"faith",40,-0.096
0.0707142857142857,"faith",41,-0.076
0.0707142857142857,"faith",42,-0.056
0.0707142857142857,"faith",43,-0.036
0.0707142857142857,"faith",44,-0.016
0.0707142857142857,"faith",45,-0.006
0.0707142857142857,"faith",46,-0.00266666666666667
0.0707142857142857,"faith",47,-0.0266666666666667
0.0707142857142857,"faith",48,-0.021
0.0707142857142857,"faith",49,-0.02
0.0707142857142857,"faith",50,0
0.141428571428571,"cosine",2,-0.090443758310899
0.141428571428571,"cosine",3,-0.0741180165758241
0.141428571428571,"cosine",4,-0.0641180165758241
0.141428571428571,"cosine",5,0.00650042597249408
0.141428571428571,"cosine",6,0.0165004259724941
0.141428571428571,"cosine",7,0.0110808683661476
0.141428571428571,"cosine",8,0.0890911836519315
0.141428571428571,"cosine",9,0.0888829474436953
0.141428571428571,"cosine",10,0.108882947443695
0.141428571428571,"cosine",11,0.108015146691153
0.141428571428571,"cosine",12,0.154266849238434
0.141428571428571,"cosine",13,0.187139043847841
0.141428571428571,"cosine",14,0.244934796949883
0.141428571428571,"cosine",15,0.275519690418987
0.141428571428571,"cosine",16,0.252007034632035
0.141428571428571,"cosine",17,0.213028835978836
0.141428571428571,"cosine",18,0.216495502645503
0.141428571428571,"cosine",19,0.232080179080179
0.141428571428571,"cosine",20,0.207405002405002
0.141428571428571,"cosine",21,0.198428811928812
0.141428571428571,"cosine",22,0.165952621452621
0.141428571428571,"cosine",23,0.128619288119288
0.141428571428571,"cosine",24,0.137274891774892
0.141428571428571,"cosine",25,0.110322510822511
0.141428571428571,"cosine",26,0.0969891774891775
0.141428571428571,"cosine",27,0.0803225108225108
0.141428571428571,"cosine",28,0.0724037074037074
0.141428571428571,"cosine",29,0.0624891774891775
0.141428571428571,"cosine",30,0.112489177489177
0.141428571428571,"cosine",31,0.125632034632035
0.141428571428571,"cosine",32,0.138809523809524
0.141428571428571,"cosine",33,0.146809523809524
0.141428571428571,"cosine",34,0.124809523809524
0.141428571428571,"cosine",35,0.102238095238095
0.141428571428571,"cosine",36,0.105571428571429
0.141428571428571,"cosine",37,0.108904761904762
0.141428571428571,"cosine",38,0.06
0.141428571428571,"cosine",39,0.0466666666666667
0.141428571428571,"cosine",40,0.0366666666666667
0.141428571428571,"cosine",41,0.01
0.141428571428571,"cosine",42,0
0.141428571428571,"cosine",43,-0.02
0.141428571428571,"cosine",44,0.0166666666666667
0.141428571428571,"cosine",45,0.0366666666666667
0.141428571428571,"cosine",46,0.0266666666666667
0.141428571428571,"cosine",47,0.0166666666666667
0.141428571428571,"cosine",48,0.00666666666666667
0.141428571428571,"cosine",49,0.01
0.141428571428571,"cosine",50,0
0.141428571428571,"jaccard",2,-0.090443758310899
0.141428571428571,"jaccard",3,-0.0741180165758241
0.141428571428571,"jaccard",4,-0.0641180165758241
0.141428571428571,"jaccard",5,0.00650042597249408
0.141428571428571,"jaccard",6,0.0165004259724941
0.141428571428571,"jaccard",7,0.0110808683661476
0.141428571428571,"jaccard",8,0.0890911836519315
0.141428571428571,"jaccard",9,0.0888829474436953
0.141428571428571,"jaccard",10,0.108882947443695
0.141428571428571,"jaccard",11,0.108015146691153
0.141428571428571,"jaccard",12,0.154266849238434
0.141428571428571,"jaccard",13,0.187139043847841
0.141428571428571,"jaccard",14,0.244934796949883
0.141428571428571,"jaccard",15,0.275519690418987
0.141428571428571,"jaccard",16,0.252007034632035
0.141428571428571,"jaccard",17,0.213028835978836
0.141428571428571,"jaccard",18,0.216495502645503
0.141428571428571,"jaccard",19,0.232080179080179
0.141428571428571,"jaccard",20,0.207405002405002
0.141428571428571,"jaccard",21,0.198428811928812
0.141428571428571,"jaccard",22,0.165952621452621
0.141428571428571,"jaccard",23,0.128619288119288
0.141428571428571,"jaccard",24,0.137274891774892
0.141428571428571,"jaccard",25,0.110322510822511
0.141428571428571,"jaccard",26,0.0969891774891775
0.141428571428571,"jaccard",27,0.0803225108225108
0.141428571428571,"jaccard",28,0.0724037074037074
0.141428571428571,"jaccard",29,0.0624891774891775
0.141428571428571,"jaccard",30,0.112489177489177
0.141428571428571,"jaccard",31,0.125632034632035
0.141428571428571,"jaccard",32,0.138809523809524
0.141428571428571,"jaccard",33,0.146809523809524
0.141428571428571,"jaccard",34,0.124809523809524
0.141428571428571,"jaccard",35,0.102238095238095
0.141428571428571,"jaccard",36,0.105571428571429
0.141428571428571,"jaccard",37,0.108904761904762
0.141428571428571,"jaccard",38,0.06
0.141428571428571,"jaccard",39,0.0466666666666667
0.141428571428571,"jaccard",40,0.0366666666666667
0.141428571428571,"jaccard",41,0.01
0.141428571428571,"jaccard",42,0
0.141428571428571,"jaccard",43,-0.02
0.141428571428571,"jaccard",44,0.0166666666666667
0.141428571428571,"jaccard",45,0.0366666666666667
0.141428571428571,"jaccard",46,0.0266666666666667
0.141428571428571,"jaccard",47,0.0166666666666667
0.141428571428571,"jaccard",48,0.00666666666666667
0.141428571428571,"jaccard",49,0.01
0.141428571428571,"jaccard",50,0
0.141428571428571,"hamman",2,-0.0382766149391257
0.141428571428571,"hamman",3,-0.0626020464371287
0.141428571428571,"hamman",4,-0.0690101446148603
0.141428571428571,"hamman",5,-0.0863023018312873
0.141428571428571,"hamman",6,-0.104636597969931
0.141428571428571,"hamman",7,-0.130227355977356
0.141428571428571,"hamman",8,-0.140675047175047
0.141428571428571,"hamman",9,-0.149563943992515
0.141428571428571,"hamman",10,-0.16947335600907
0.141428571428571,"hamman",11,-0.18946485260771
0.141428571428571,"hamman",12,-0.208980158730159
0.141428571428571,"hamman",13,-0.223123015873016
0.141428571428571,"hamman",14,-0.240265873015873
0.141428571428571,"hamman",15,-0.260265873015873
0.141428571428571,"hamman",16,-0.261428571428571
0.141428571428571,"hamman",17,-0.276428571428571
0.141428571428571,"hamman",18,-0.299785714285714
0.141428571428571,"hamman",19,-0.319785714285714
0.141428571428571,"hamman",20,-0.339785714285714
0.141428571428571,"hamman",21,-0.359785714285714
0.141428571428571,"hamman",22,-0.379785714285714
0.141428571428571,"hamman",23,-0.395595238095238
0.141428571428571,"hamman",24,-0.405952380952381
0.141428571428571,"hamman",25,-0.425333333333333
0.141428571428571,"hamman",26,-0.433333333333333
0.141428571428571,"hamman",27,-0.413333333333333
0.141428571428571,"hamman",28,-0.42
0.141428571428571,"hamman",29,-0.4
0.141428571428571,"hamman",30,-0.366666666666667
0.141428571428571,"hamman",31,-0.38
0.141428571428571,"hamman",32,-0.36
0.141428571428571,"hamman",33,-0.34
0.141428571428571,"hamman",34,-0.32
0.141428571428571,"hamman",35,-0.3
0.141428571428571,"hamman",36,-0.28
0.141428571428571,"hamman",37,-0.26
0.141428571428571,"hamman",38,-0.24
0.141428571428571,"hamman",39,-0.22
0.141428571428571,"hamman",40,-0.2
0.141428571428571,"hamman",41,-0.18
0.141428571428571,"hamman",42,-0.16
0.141428571428571,"hamman",43,-0.14
0.141428571428571,"hamman",44,-0.12
0.141428571428571,"hamman",45,-0.1
0.141428571428571,"hamman",46,-0.08
0.141428571428571,"hamman",47,-0.06
0.141428571428571,"hamman",48,-0.04
0.141428571428571,"hamman",49,-0.02
0.141428571428571,"hamman",50,0
0.141428571428571,"simple matching",2,-0.0307146716925462
0.141428571428571,"simple matching",3,-0.0376592996464766
0.141428571428571,"simple matching",4,-0.0593473544481154
0.141428571428571,"simple matching",5,-0.0793473544481153
0.141428571428571,"simple matching",6,-0.0805922246449715
0.141428571428571,"simple matching",7,-0.103642104259092
0.141428571428571,"simple matching",8,-0.123642104259092
0.141428571428571,"simple matching",9,-0.143642104259092
